Doc Number,Doc Date,Order Reference,Qty,Product Code,Color Code,Color / Variant,Size (Packing List),EAN,Product Name,Price EUR,Gender,Category,Composition,Description,Features,Weight,Matched Color (from scrape),Matched Size (from scrape),URL,Match Status
82795,07/05/2026,2008/00100017400079,1,3T60077,C451,ORANGE,46,8055950412719,Polo tecnica tinta unita,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,This men's one colour technical polo shirt in polyester piquet 130 g is highly functional! It is suitable for all summer outdoor activities thanks to Dry Function technology which guarantees comfort and keeps you dry. Available in different shades to inject a splash of colour into your outdoor activities!,Quick drying; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",ORANGE,46,https://www.cmpsport.com/ww/one-colour-technical-polo-shirt-3t60077,exact
82795,07/05/2026,2008/00100017400079,2,3T60077,C451,ORANGE,48,8055950412757,Polo tecnica tinta unita,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,This men's one colour technical polo shirt in polyester piquet 130 g is highly functional! It is suitable for all summer outdoor activities thanks to Dry Function technology which guarantees comfort and keeps you dry. Available in different shades to inject a splash of colour into your outdoor activities!,Quick drying; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",ORANGE,48,https://www.cmpsport.com/ww/one-colour-technical-polo-shirt-3t60077,exact
82795,07/05/2026,2008/00100017400079,2,3T60077,C451,ORANGE,50,8055950412795,Polo tecnica tinta unita,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,This men's one colour technical polo shirt in polyester piquet 130 g is highly functional! It is suitable for all summer outdoor activities thanks to Dry Function technology which guarantees comfort and keeps you dry. Available in different shades to inject a splash of colour into your outdoor activities!,Quick drying; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",ORANGE,50,https://www.cmpsport.com/ww/one-colour-technical-polo-shirt-3t60077,exact
82795,07/05/2026,2008/00100017400079,1,3T60077,C451,ORANGE,52,8055950412832,Polo tecnica tinta unita,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,This men's one colour technical polo shirt in polyester piquet 130 g is highly functional! It is suitable for all summer outdoor activities thanks to Dry Function technology which guarantees comfort and keeps you dry. Available in different shades to inject a splash of colour into your outdoor activities!,Quick drying; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",ORANGE,52,https://www.cmpsport.com/ww/one-colour-technical-polo-shirt-3t60077,exact
82795,07/05/2026,2008/00100017400079,1,3T60077,F963,PINE,46,8055950074580,Polo tecnica tinta unita,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,This men's one colour technical polo shirt in polyester piquet 130 g is highly functional! It is suitable for all summer outdoor activities thanks to Dry Function technology which guarantees comfort and keeps you dry. Available in different shades to inject a splash of colour into your outdoor activities!,Quick drying; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",PINE,46,https://www.cmpsport.com/ww/one-colour-technical-polo-shirt-3t60077,exact
82795,07/05/2026,2008/00100017400079,2,3T60077,F963,PINE,48,8055950074603,Polo tecnica tinta unita,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,This men's one colour technical polo shirt in polyester piquet 130 g is highly functional! It is suitable for all summer outdoor activities thanks to Dry Function technology which guarantees comfort and keeps you dry. Available in different shades to inject a splash of colour into your outdoor activities!,Quick drying; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",PINE,48,https://www.cmpsport.com/ww/one-colour-technical-polo-shirt-3t60077,exact
82795,07/05/2026,2008/00100017400079,2,3T60077,F963,PINE,50,8055950074627,Polo tecnica tinta unita,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,This men's one colour technical polo shirt in polyester piquet 130 g is highly functional! It is suitable for all summer outdoor activities thanks to Dry Function technology which guarantees comfort and keeps you dry. Available in different shades to inject a splash of colour into your outdoor activities!,Quick drying; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",PINE,50,https://www.cmpsport.com/ww/one-colour-technical-polo-shirt-3t60077,exact
82795,07/05/2026,2008/00100017400079,1,3T60077,F963,PINE,52,8055950074641,Polo tecnica tinta unita,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,This men's one colour technical polo shirt in polyester piquet 130 g is highly functional! It is suitable for all summer outdoor activities thanks to Dry Function technology which guarantees comfort and keeps you dry. Available in different shades to inject a splash of colour into your outdoor activities!,Quick drying; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",PINE,52,https://www.cmpsport.com/ww/one-colour-technical-polo-shirt-3t60077,exact
82795,07/05/2026,2008/00100017400079,1,3T60077,L988,PACIFIC,46,8050243612371,Polo tecnica tinta unita,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,This men's one colour technical polo shirt in polyester piquet 130 g is highly functional! It is suitable for all summer outdoor activities thanks to Dry Function technology which guarantees comfort and keeps you dry. Available in different shades to inject a splash of colour into your outdoor activities!,Quick drying; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",PACIFIC,46,https://www.cmpsport.com/ww/one-colour-technical-polo-shirt-3t60077,exact
82795,07/05/2026,2008/00100017400079,2,3T60077,L988,PACIFIC,48,8050243612425,Polo tecnica tinta unita,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,This men's one colour technical polo shirt in polyester piquet 130 g is highly functional! It is suitable for all summer outdoor activities thanks to Dry Function technology which guarantees comfort and keeps you dry. Available in different shades to inject a splash of colour into your outdoor activities!,Quick drying; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",PACIFIC,48,https://www.cmpsport.com/ww/one-colour-technical-polo-shirt-3t60077,exact
82795,07/05/2026,2008/00100017400079,2,3T60077,L988,PACIFIC,50,8050243612470,Polo tecnica tinta unita,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,This men's one colour technical polo shirt in polyester piquet 130 g is highly functional! It is suitable for all summer outdoor activities thanks to Dry Function technology which guarantees comfort and keeps you dry. Available in different shades to inject a splash of colour into your outdoor activities!,Quick drying; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",PACIFIC,50,https://www.cmpsport.com/ww/one-colour-technical-polo-shirt-3t60077,exact
82795,07/05/2026,2008/00100017400079,1,3T60077,L988,PACIFIC,52,8050243612524,Polo tecnica tinta unita,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,This men's one colour technical polo shirt in polyester piquet 130 g is highly functional! It is suitable for all summer outdoor activities thanks to Dry Function technology which guarantees comfort and keeps you dry. Available in different shades to inject a splash of colour into your outdoor activities!,Quick drying; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",PACIFIC,52,https://www.cmpsport.com/ww/one-colour-technical-polo-shirt-3t60077,exact
82795,07/05/2026,2008/00100017400079,1,39T7117P,L988,PACIFIC,46,8050243364935,Maglia a maniche corte girocollo da uomo con logo CMP,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Take the unmistakeable CMP style with you with this technical look t-shirt, designed for anyone who wants a garment to wear both in the mountains and the city. Excellent breathability, anti-bacterial treatment make this garment perfect for open air activities and free time.",Quick drying; Light and breathable fabric; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",PACIFIC,46,https://www.cmpsport.com/ww/round-neck-t-shirt-with-cmp-logo-39t7117p,exact
82795,07/05/2026,2008/00100017400079,2,39T7117P,L988,PACIFIC,48,8050243364942,Maglia a maniche corte girocollo da uomo con logo CMP,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Take the unmistakeable CMP style with you with this technical look t-shirt, designed for anyone who wants a garment to wear both in the mountains and the city. Excellent breathability, anti-bacterial treatment make this garment perfect for open air activities and free time.",Quick drying; Light and breathable fabric; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",PACIFIC,48,https://www.cmpsport.com/ww/round-neck-t-shirt-with-cmp-logo-39t7117p,exact
82795,07/05/2026,2008/00100017400079,2,39T7117P,L988,PACIFIC,50,8050243364959,Maglia a maniche corte girocollo da uomo con logo CMP,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Take the unmistakeable CMP style with you with this technical look t-shirt, designed for anyone who wants a garment to wear both in the mountains and the city. Excellent breathability, anti-bacterial treatment make this garment perfect for open air activities and free time.",Quick drying; Light and breathable fabric; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",PACIFIC,50,https://www.cmpsport.com/ww/round-neck-t-shirt-with-cmp-logo-39t7117p,exact
82795,07/05/2026,2008/00100017400079,2,39T7117P,L988,PACIFIC,52,8050243364966,Maglia a maniche corte girocollo da uomo con logo CMP,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Take the unmistakeable CMP style with you with this technical look t-shirt, designed for anyone who wants a garment to wear both in the mountains and the city. Excellent breathability, anti-bacterial treatment make this garment perfect for open air activities and free time.",Quick drying; Light and breathable fabric; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",PACIFIC,52,https://www.cmpsport.com/ww/round-neck-t-shirt-with-cmp-logo-39t7117p,exact
82795,07/05/2026,2008/00100017400079,1,39T7117P,L988,PACIFIC,54,8050243364973,Maglia a maniche corte girocollo da uomo con logo CMP,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Take the unmistakeable CMP style with you with this technical look t-shirt, designed for anyone who wants a garment to wear both in the mountains and the city. Excellent breathability, anti-bacterial treatment make this garment perfect for open air activities and free time.",Quick drying; Light and breathable fabric; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",PACIFIC,54,https://www.cmpsport.com/ww/round-neck-t-shirt-with-cmp-logo-39t7117p,exact
82795,07/05/2026,2008/00100017400079,1,39T7117P,L988,PACIFIC,56,8050243364980,Maglia a maniche corte girocollo da uomo con logo CMP,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Take the unmistakeable CMP style with you with this technical look t-shirt, designed for anyone who wants a garment to wear both in the mountains and the city. Excellent breathability, anti-bacterial treatment make this garment perfect for open air activities and free time.",Quick drying; Light and breathable fabric; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",PACIFIC,56,https://www.cmpsport.com/ww/round-neck-t-shirt-with-cmp-logo-39t7117p,exact
82795,07/05/2026,2008/00100017400079,1,3R50027N,H526,FUXIA FLUO,46,8055950139296,Costume bermuda bicolor,99.99,Man,Trekking trousers,MAIN FABRIC 100% NYLON; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"CMP two-colour board shorts are a must-have for days spent on the beach, at the pool or by the lake. With two generous side pockets and elasticated waist for maximum comfort in and out of the water. The brightly coloured fabric is contrasted by the drawstring and the logo at the bottom of the leg.",2 side pockets; Drawcord adjustable waist,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",Fluo Fuxia,46,https://www.cmpsport.com/ww/two-colour-bermuda-swimming-shorts-3r50027n,fuzzy color
82795,07/05/2026,2008/00100017400079,2,3R50027N,H526,FUXIA FLUO,48,8055950139326,Costume bermuda bicolor,99.99,Man,Trekking trousers,MAIN FABRIC 100% NYLON; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"CMP two-colour board shorts are a must-have for days spent on the beach, at the pool or by the lake. With two generous side pockets and elasticated waist for maximum comfort in and out of the water. The brightly coloured fabric is contrasted by the drawstring and the logo at the bottom of the leg.",2 side pockets; Drawcord adjustable waist,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",Fluo Fuxia,48,https://www.cmpsport.com/ww/two-colour-bermuda-swimming-shorts-3r50027n,fuzzy color
82795,07/05/2026,2008/00100017400079,2,3R50027N,H526,FUXIA FLUO,50,8055950139357,Costume bermuda bicolor,99.99,Man,Trekking trousers,MAIN FABRIC 100% NYLON; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"CMP two-colour board shorts are a must-have for days spent on the beach, at the pool or by the lake. With two generous side pockets and elasticated waist for maximum comfort in and out of the water. The brightly coloured fabric is contrasted by the drawstring and the logo at the bottom of the leg.",2 side pockets; Drawcord adjustable waist,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",Fluo Fuxia,50,https://www.cmpsport.com/ww/two-colour-bermuda-swimming-shorts-3r50027n,fuzzy color
82795,07/05/2026,2008/00100017400079,1,3R50027N,H526,FUXIA FLUO,52,8055950139388,Costume bermuda bicolor,99.99,Man,Trekking trousers,MAIN FABRIC 100% NYLON; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"CMP two-colour board shorts are a must-have for days spent on the beach, at the pool or by the lake. With two generous side pockets and elasticated waist for maximum comfort in and out of the water. The brightly coloured fabric is contrasted by the drawstring and the logo at the bottom of the leg.",2 side pockets; Drawcord adjustable waist,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",Fluo Fuxia,52,https://www.cmpsport.com/ww/two-colour-bermuda-swimming-shorts-3r50027n,fuzzy color
82795,07/05/2026,2008/00100017400079,1,3R50027N,H526,FUXIA FLUO,54,8055950139418,Costume bermuda bicolor,99.99,Man,Trekking trousers,MAIN FABRIC 100% NYLON; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"CMP two-colour board shorts are a must-have for days spent on the beach, at the pool or by the lake. With two generous side pockets and elasticated waist for maximum comfort in and out of the water. The brightly coloured fabric is contrasted by the drawstring and the logo at the bottom of the leg.",2 side pockets; Drawcord adjustable waist,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",Fluo Fuxia,54,https://www.cmpsport.com/ww/two-colour-bermuda-swimming-shorts-3r50027n,fuzzy color
82795,07/05/2026,2008/00100017400079,1,3R50027N,H526,FUXIA FLUO,56,8055950139449,Costume bermuda bicolor,99.99,Man,Trekking trousers,MAIN FABRIC 100% NYLON; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"CMP two-colour board shorts are a must-have for days spent on the beach, at the pool or by the lake. With two generous side pockets and elasticated waist for maximum comfort in and out of the water. The brightly coloured fabric is contrasted by the drawstring and the logo at the bottom of the leg.",2 side pockets; Drawcord adjustable waist,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",Fluo Fuxia,56,https://www.cmpsport.com/ww/two-colour-bermuda-swimming-shorts-3r50027n,fuzzy color
82795,07/05/2026,2008/00100017400079,1,3R50027N,L709,SHADOW,46,8055950139302,Costume bermuda bicolor,99.99,Man,Trekking trousers,MAIN FABRIC 100% NYLON; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"CMP two-colour board shorts are a must-have for days spent on the beach, at the pool or by the lake. With two generous side pockets and elasticated waist for maximum comfort in and out of the water. The brightly coloured fabric is contrasted by the drawstring and the logo at the bottom of the leg.",2 side pockets; Drawcord adjustable waist,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",SHADOW,46,https://www.cmpsport.com/ww/two-colour-bermuda-swimming-shorts-3r50027n,exact
82795,07/05/2026,2008/00100017400079,2,3R50027N,L709,SHADOW,48,8055950139333,Costume bermuda bicolor,99.99,Man,Trekking trousers,MAIN FABRIC 100% NYLON; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"CMP two-colour board shorts are a must-have for days spent on the beach, at the pool or by the lake. With two generous side pockets and elasticated waist for maximum comfort in and out of the water. The brightly coloured fabric is contrasted by the drawstring and the logo at the bottom of the leg.",2 side pockets; Drawcord adjustable waist,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",SHADOW,48,https://www.cmpsport.com/ww/two-colour-bermuda-swimming-shorts-3r50027n,exact
82795,07/05/2026,2008/00100017400079,2,3R50027N,L709,SHADOW,50,8055950139364,Costume bermuda bicolor,99.99,Man,Trekking trousers,MAIN FABRIC 100% NYLON; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"CMP two-colour board shorts are a must-have for days spent on the beach, at the pool or by the lake. With two generous side pockets and elasticated waist for maximum comfort in and out of the water. The brightly coloured fabric is contrasted by the drawstring and the logo at the bottom of the leg.",2 side pockets; Drawcord adjustable waist,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",SHADOW,50,https://www.cmpsport.com/ww/two-colour-bermuda-swimming-shorts-3r50027n,exact
82795,07/05/2026,2008/00100017400079,1,3R50027N,L709,SHADOW,52,8055950139395,Costume bermuda bicolor,99.99,Man,Trekking trousers,MAIN FABRIC 100% NYLON; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"CMP two-colour board shorts are a must-have for days spent on the beach, at the pool or by the lake. With two generous side pockets and elasticated waist for maximum comfort in and out of the water. The brightly coloured fabric is contrasted by the drawstring and the logo at the bottom of the leg.",2 side pockets; Drawcord adjustable waist,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",SHADOW,52,https://www.cmpsport.com/ww/two-colour-bermuda-swimming-shorts-3r50027n,exact
82795,07/05/2026,2008/00100017400079,1,3R50027N,L709,SHADOW,54,8055950139425,Costume bermuda bicolor,99.99,Man,Trekking trousers,MAIN FABRIC 100% NYLON; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"CMP two-colour board shorts are a must-have for days spent on the beach, at the pool or by the lake. With two generous side pockets and elasticated waist for maximum comfort in and out of the water. The brightly coloured fabric is contrasted by the drawstring and the logo at the bottom of the leg.",2 side pockets; Drawcord adjustable waist,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",SHADOW,54,https://www.cmpsport.com/ww/two-colour-bermuda-swimming-shorts-3r50027n,exact
82795,07/05/2026,2008/00100017400079,1,3R50027N,L709,SHADOW,56,8055950139456,Costume bermuda bicolor,99.99,Man,Trekking trousers,MAIN FABRIC 100% NYLON; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"CMP two-colour board shorts are a must-have for days spent on the beach, at the pool or by the lake. With two generous side pockets and elasticated waist for maximum comfort in and out of the water. The brightly coloured fabric is contrasted by the drawstring and the logo at the bottom of the leg.",2 side pockets; Drawcord adjustable waist,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",SHADOW,56,https://www.cmpsport.com/ww/two-colour-bermuda-swimming-shorts-3r50027n,exact
82795,07/05/2026,2008/00100017400079,1,3R50027N,L755,CYANO,46,8050243608275,Costume bermuda bicolor,99.99,Man,Trekking trousers,MAIN FABRIC 100% NYLON; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"CMP two-colour board shorts are a must-have for days spent on the beach, at the pool or by the lake. With two generous side pockets and elasticated waist for maximum comfort in and out of the water. The brightly coloured fabric is contrasted by the drawstring and the logo at the bottom of the leg.",2 side pockets; Drawcord adjustable waist,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",CYANO,46,https://www.cmpsport.com/ww/two-colour-bermuda-swimming-shorts-3r50027n,exact
82795,07/05/2026,2008/00100017400079,2,3R50027N,L755,CYANO,48,8050243608299,Costume bermuda bicolor,99.99,Man,Trekking trousers,MAIN FABRIC 100% NYLON; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"CMP two-colour board shorts are a must-have for days spent on the beach, at the pool or by the lake. With two generous side pockets and elasticated waist for maximum comfort in and out of the water. The brightly coloured fabric is contrasted by the drawstring and the logo at the bottom of the leg.",2 side pockets; Drawcord adjustable waist,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",CYANO,48,https://www.cmpsport.com/ww/two-colour-bermuda-swimming-shorts-3r50027n,exact
82795,07/05/2026,2008/00100017400079,2,3R50027N,L755,CYANO,50,8050243608312,Costume bermuda bicolor,99.99,Man,Trekking trousers,MAIN FABRIC 100% NYLON; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"CMP two-colour board shorts are a must-have for days spent on the beach, at the pool or by the lake. With two generous side pockets and elasticated waist for maximum comfort in and out of the water. The brightly coloured fabric is contrasted by the drawstring and the logo at the bottom of the leg.",2 side pockets; Drawcord adjustable waist,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",CYANO,50,https://www.cmpsport.com/ww/two-colour-bermuda-swimming-shorts-3r50027n,exact
